urls
https://www.fundainbusiness.nl/kantoor/amsterdam/gebouw-87690442-keizersgracht-555/
https://www.fundainbusiness.nl/winkel/amsterdam/object-41353306-renswoudestraat-52-56/
https://www.fundainbusiness.nl/kantoor/amsterdam/gebouw-88915997-herengracht-168/
https://www.fundainbusiness.nl/bedrijfshal/amsterdam/object-42446976-de-clercqstraat-125-bg/
